x1,x2,y1,y2
-2.36131,-2.12128,1.27026,1.40434
-2.12128,-1.88419,1.40434,1.54368
-1.88419,-1.64631,1.54368,1.68165
-1.64631,-1.40456,1.68165,1.81263
-1.40456,-1.15663,1.81263,1.93134
-1.15663,-0.90123,1.93134,2.03274
-0.90123,-0.63827,2.03274,2.11224
-0.63827,-0.36892,2.11224,2.16598
-0.36892,-0.09548,2.16598,2.19125
-0.09548,0.17906,2.19125,2.18675
0.17906,0.45156,2.18675,2.15271
0.45156,0.71919,2.15271,2.09088
0.71919,0.97996,2.09088,2.00436
0.97996,1.23306,2.00436,1.89724
-4.08407,-4.08407,1.32153,1.32153
-4.08407,-3.94244,1.32153,1.08601
-3.94244,-3.79139,1.08601,0.85674
-3.79139,-3.62083,0.85674,0.64215
-3.62083,-3.62083,0.64215,0.64215
-3.62083,-3.46169,0.64215,0.49484
-3.46169,-3.46169,0.49484,0.49484
-3.46169,-3.33497,0.49484,0.42199
-3.33497,-3.33497,0.42199,0.42199
-3.33497,-3.22096,0.42199,0.39517
-3.22096,-3.103,0.39517,0.40545
-3.103,-2.993,0.40545,0.44306
-2.993,-2.86551,0.44306,0.50943
-2.86551,-2.69986,0.50943,0.6167
-2.69986,-2.47768,0.6167,0.77846
-2.47768,-2.25914,0.77846,0.94531
-2.25914,-2.04066,0.94531,1.11233
-2.04066,-1.81965,1.11233,1.27596
-1.81965,-1.59375,1.27596,1.43271
-1.59375,-1.3608,1.43271,1.57868
-1.3608,-1.11907,1.57868,1.70939
-4.08407,-4.01705,0.75252,0.48596
-4.01705,-3.97246,0.48596,0.21498
-3.97246,-3.96205,0.21498,-0.05911
-3.96205,-3.9876,-0.05911,-0.3216
-3.9876,-4.04079,-0.3216,-0.58342
-3.49937,-3.44484,0.24323,0.14303
-3.44484,-3.41373,0.14303,0.05532
-3.41373,-3.40951,0.05532,-0.03681
-3.40951,-3.40951,-0.03681,-0.03681
-3.40951,-3.43765,-0.03681,-0.13028
-3.43765,-3.43765,-0.13028,-0.13028
-3.43765,-3.52779,-0.13028,-0.29197
-3.52779,-3.52779,-0.29197,-0.29197
-3.52779,-3.67611,-0.29197,-0.52308
-3.67611,-3.81938,-0.52308,-0.75746
-3.81938,-3.95414,-0.75746,-0.99684
-3.95414,-4.08407,-0.99684,-1.23902
-4.08407,-4.08407,-1.23902,-1.23902
4.08407,4.02887,-1.52596,-1.45503
4.02887,3.87302,-1.45503,-1.2654
3.87302,3.73466,-1.2654,-1.12291
3.73466,3.60107,-1.12291,-1.0151
3.60107,3.46465,-1.0151,-0.93659
3.46465,3.3125,-0.93659,-0.88531
3.3125,3.12842,-0.88531,-0.86921
3.12842,2.94841,-0.86921,-0.89459
2.94841,2.94841,-0.89459,-0.89459
2.94841,2.72973,-0.89459,-0.96672
2.72973,2.72973,-0.96672,-0.96672
2.72973,2.48235,-0.96672,-1.08594
2.48235,2.24434,-1.08594,-1.22345
2.24434,2.01079,-1.22345,-1.3686
2.01079,1.77765,-1.3686,-1.51447
1.77765,1.54157,-1.51447,-1.65546
1.54157,1.29985,-1.65546,-1.78643
1.29985,1.05066,-1.78643,-1.90238
1.05066,0.79323,-1.90238,-1.9984
0.79323,0.52806,-1.9984,-2.07003
0.52806,0.25696,-2.07003,-2.1137
0.25696,-0.01727,-2.1137,-2.12715
-0.01727,-0.29128,-2.12715,-2.10969
-0.29128,-0.56175,-2.10969,-2.06222
-0.56175,-0.82597,-2.06222,-1.98721
-0.82597,-1.08231,-1.98721,-1.88835
-1.08231,-1.33045,-1.88835,-1.77018
-1.33045,-1.57131,-1.77018,-1.63761
-1.57131,-1.80683,-1.63761,-1.4957
-1.80683,-2.0398,-1.4957,-1.34959
-2.0398,-2.27365,-1.34959,-1.2049
-2.27365,-2.51249,-1.2049,-1.06885
-2.51249,-2.71992,-1.06885,-0.96956
-2.71992,-2.89887,-0.96956,-0.90592
-2.89887,-3.06257,-0.90592,-0.87248
-3.06257,-3.22454,-0.87248,-0.86945
-3.22454,-3.39685,-0.86945,-0.9064
-3.39685,-3.55555,-0.9064,-0.98247
-3.55555,-3.55555,-0.98247,-0.98247
-3.55555,-3.7233,-0.98247,-1.11009
-3.7233,-3.7233,-1.11009,-1.11009
-3.7233,-3.9126,-1.11009,-1.30866
-3.9126,-4.08407,-1.30866,-1.52352
-4.08407,-4.08407,-1.52352,-1.52352
4.08407,4.01053,-1.80877,-1.74788
4.01053,3.83259,-1.74788,-1.61113
3.83259,3.66298,-1.61113,-1.5073
3.66298,3.48695,-1.5073,-1.43174
3.48695,3.28948,-1.43174,-1.38545
3.28948,3.05318,-1.38545,-1.37764
3.05318,2.78282,-1.37764,-1.42135
2.78282,2.52129,-1.42135,-1.50488
2.52129,2.26845,-1.50488,-1.61267
2.26845,2.02136,-1.61267,-1.73334
2.02136,1.77645,-1.73334,-1.85844
1.77645,1.53036,-1.85844,-1.98119
1.53036,1.2804,-1.98119,-2.09572
1.2804,1.02473,-2.09572,-2.19669
1.02473,0.76267,-2.19669,-2.27942
0.76267,0.49468,-2.27942,-2.33989
0.49468,0.22228,-2.33989,-2.37519
0.22228,-0.05226,-2.37519,-2.38362
-0.05226,-0.32627,-2.38362,-2.36478
-0.32627,-0.59721,-2.36478,-2.31954
-0.59721,-0.86305,-2.31954,-2.25011
-0.86305,-1.12264,-2.25011,-2.15984
-1.12264,-1.37596,-2.15984,-2.05306
-1.37596,-1.62417,-2.05306,-1.93475
-1.62417,-1.86946,-1.93475,-1.81038
-1.86946,-2.11478,-1.81038,-1.68611
-2.11478,-2.36363,-1.68611,-1.56924
-2.36363,-2.61198,-1.56924,-1.47164
-2.61198,-2.83265,-1.47164,-1.40894
-2.83265,-3.03769,-1.40894,-1.37757
-3.03769,-3.23705,-1.37757,-1.37776
-3.23705,-3.44274,-1.37776,-1.4158
-3.44274,-3.6371,-1.4158,-1.49187
-3.6371,-3.6371,-1.49187,-1.49187
-3.6371,-3.87011,-1.49187,-1.63589
-3.87011,-4.08407,-1.63589,-1.80803
-4.08407,-4.08407,-1.80803,-1.80803
3.92671,3.70599,-2.02118,-1.93998
3.70599,3.47509,-1.93998,-1.88711
3.47509,3.22022,-1.88711,-1.86733
3.22022,2.94679,-1.86733,-1.88778
2.94679,2.6781,-1.88778,-1.94419
2.6781,2.4161,-1.94419,-2.02703
2.4161,2.16005,-2.02703,-2.12715
2.16005,1.90772,-2.12715,-2.2365
1.90772,1.65634,-2.2365,-2.34804
1.65634,1.40328,-2.34804,-2.45568
1.40328,1.14655,-2.45568,-2.55406
1.14655,0.88488,-2.55406,-2.63822
0.88488,0.61803,-2.63822,-2.70387
0.61803,0.34678,-2.70387,-2.74757
0.34678,0.07275,-2.74757,-2.76692
0.07275,-0.20189,-2.76692,-2.76096
-0.20189,-0.47488,-2.76096,-2.72994
-0.47488,-0.74422,-2.72994,-2.6756
-0.74422,-1.0087,-2.6756,-2.60083
-1.0087,-1.26797,-2.60083,-2.50943
-1.26797,-1.52274,-2.50943,-2.406
-1.52274,-1.77466,-2.406,-2.29569
-1.77466,-2.02613,-2.29569,-2.18434
-2.02613,-2.27988,-2.18434,-2.07839
-2.27988,-2.53848,-2.07839,-1.98526
-2.53848,-2.80361,-1.98526,-1.91359
-2.80361,-3.05506,-1.91359,-1.87437
-3.05506,-3.30466,-1.87437,-1.8686
-3.30466,-3.57008,-1.8686,-1.90336
-3.57008,-3.83302,-1.90336,-1.98128
-3.83302,-4.08407,-1.98128,-2.09253
-4.08407,-4.08407,-2.09253,-2.09253
-4.08407,-4.08407,-2.09253,-2.09253
-2.37704,-2.18557,-3.79957,-3.60289
-2.18557,-1.99238,-3.60289,-3.40822
-1.99238,-1.99238,-3.40822,-3.40822
-1.99238,-1.92408,-3.40822,-3.31252
-1.92408,-1.92408,-3.31252,-3.31252
-1.92408,-1.89682,-3.31252,-3.22545
-1.89682,-1.91096,-3.22545,-3.1334
-1.91096,-1.95312,-3.1334,-3.05927
-1.95312,-2.02373,-3.05927,-2.98063
-2.02373,-2.13423,-2.98063,-2.88884
-2.13423,-2.2991,-2.88884,-2.77989
-2.2991,-2.52929,-2.77989,-2.6565
-2.52929,-2.78173,-2.6565,-2.54817
-2.78173,-3.04265,-2.54817,-2.4624
-3.04265,-3.31047,-2.4624,-2.40196
-0.95451,-0.67963,-3.79957,-3.79139
-0.67963,-0.40464,-3.79139,-3.7879
-0.40464,-0.12962,-3.7879,-3.78675
-0.12962,0.1454,-3.78675,-3.78678
0.1454,0.42042,-3.78678,-3.78803
0.42042,0.69541,-3.78803,-3.79171
2.95476,2.70488,-2.6079,-2.71792
2.70488,2.50827,-2.71792,-2.82973
2.50827,2.36739,-2.82973,-2.93145
2.36739,2.27062,-2.93145,-3.02273
2.27062,2.20732,-3.02273,-3.10762
2.20732,2.1699,-3.10762,-3.20031
2.1699,2.16656,-3.20031,-3.29917
2.16656,2.16656,-3.29917,-3.29917
2.16656,2.20195,-3.29917,-3.41038
2.20195,2.20195,-3.41038,-3.41038
2.20195,2.30146,-3.41038,-3.57546
2.30146,2.30146,-3.57546,-3.57546
2.30146,2.45955,-3.57546,-3.79957
3.88207,3.72948,-0.95451,-0.72629
3.72948,3.55627,-0.72629,-0.51393
3.55627,3.55627,-0.51393,-0.51393
3.55627,3.40416,-0.51393,-0.37866
3.40416,3.40416,-0.37866,-0.37866
3.40416,3.29393,-0.37866,-0.32086
3.29393,3.29393,-0.32086,-0.32086
3.29393,3.19394,-0.32086,-0.30515
3.19394,3.09278,-0.30515,-0.32409
3.09278,2.9949,-0.32409,-0.36724
2.9949,2.87247,-0.36724,-0.44184
2.87247,2.70077,-0.44184,-0.56546
2.70077,2.4839,-0.56546,-0.73419
2.4839,2.26882,-0.73419,-0.9054
2.26882,2.05282,-0.9054,-1.07553
3.88207,3.77748,-0.67001,-0.41606
3.77748,3.70172,-0.41606,-0.15297
3.70172,3.70172,-0.15297,-0.15297
3.70172,3.68824,-0.15297,0.01691
3.68824,3.7101,0.01691,0.19
3.7101,3.75804,0.19,0.35623
3.75804,3.83636,0.35623,0.55796
3.83636,3.94585,0.55796,0.81006
3.94585,4.05837,0.81006,1.06075
4.05837,4.08407,1.06075,1.11756
-0.74593,-0.48082,1.88573,1.95725
-0.48082,-0.20939,1.95725,1.99846
-0.20939,0.06497,1.99846,2.00712
0.06497,0.33837,2.00712,1.98274
0.33837,0.60713,1.98274,1.92665
0.60713,0.86834,1.92665,1.84181
0.86834,1.12034,1.84181,1.73238
1.12034,1.36288,1.73238,1.60313
1.36288,1.59693,1.60313,1.45892
1.59693,1.82428,1.45892,1.30429
1.82428,2.04728,1.30429,1.14342
2.04728,2.26855,1.14342,0.98017
2.26855,2.4912,0.98017,0.81891
2.4912,2.70706,0.81891,0.67421
2.70706,2.87022,0.67421,0.581
2.87022,3.00348,0.581,0.52342
3.00348,3.12604,0.52342,0.49334
3.12604,3.25996,0.49334,0.49464
3.25996,3.38688,0.49464,0.53504
3.38688,3.38688,0.53504,0.53504
3.38688,3.52515,0.53504,0.62323
3.52515,3.52515,0.62323,0.62323
3.52515,3.71785,0.62323,0.81723
3.71785,3.88207,0.81723,1.03702
3.88207,4.03073,1.03702,1.26792
4.03073,4.08407,1.26792,1.35425
1.67907,1.91464,1.61203,1.47015
1.91464,2.1495,1.47015,1.32711
2.1495,2.38744,1.32711,1.18941
2.38744,2.61717,1.18941,1.07312
2.61717,2.81231,1.07312,0.99569
2.81231,2.98707,0.99569,0.95023
2.98707,3.15346,0.95023,0.93444
3.15346,3.32593,0.93444,0.95331
3.32593,3.51558,0.95331,1.02341
3.51558,3.6831,1.02341,1.13311
3.6831,3.6831,1.13311,1.13311
3.6831,3.88207,1.13311,1.32153
3.88207,4.05996,1.32153,1.53064
4.05996,4.08407,1.53064,1.56062
2.65384,2.62168,4.08407,4.02796
2.62168,2.48077,4.02796,3.7928
2.48077,2.36263,3.7928,3.60919
2.36263,2.29087,3.60919,3.48598
2.29087,2.24853,3.48598,3.38616
2.24853,2.23056,3.38616,3.28754
2.23056,2.24427,3.28754,3.18873
2.24427,2.24427,3.18873,3.18873
2.24427,2.29653,3.18873,3.08603
2.29653,2.29653,3.08603,3.08603
2.29653,2.39952,3.08603,2.97132
2.39952,2.39952,2.97132,2.97132
2.39952,2.57952,2.97132,2.8358
2.57952,2.57952,2.8358,2.8358
2.57952,2.82006,2.8358,2.70363
2.82006,3.0742,2.70363,2.59943
3.0742,3.33774,2.59943,2.52207
3.33774,3.60806,2.52207,2.47407
3.60806,3.88207,2.47407,2.45955
2.84458,2.83164,4.08407,4.0106
2.83164,2.8074,4.0106,3.82907
2.8074,2.80576,3.82907,3.67096
2.80576,2.83091,3.67096,3.51825
2.83091,2.89676,3.51825,3.35822
2.89676,2.99612,3.35822,3.21948
2.99612,2.99612,3.21948,3.21948
2.99612,3.14295,3.21948,3.08103
3.14295,3.14295,3.08103,3.08103
3.14295,3.36956,3.08103,2.93268
3.36956,3.61859,2.93268,2.82034
3.61859,3.88207,2.82034,2.74405
3.04544,3.05219,4.08407,4.02922
3.05219,3.08727,4.02922,3.84682
3.08727,3.15519,3.84682,3.6668
3.15519,3.26808,3.6668,3.48495
3.26808,3.4324,3.48495,3.30939
3.4324,3.63896,3.30939,3.15533
3.63896,3.88207,3.15533,3.02856
3.25681,3.27041,4.08407,4.04627
3.27041,3.35842,4.04627,3.85033
3.35842,3.48876,3.85033,3.65756
3.48876,3.66241,3.65756,3.47702
3.66241,3.88207,3.47702,3.31306
3.46995,3.47359,4.08407,4.07732
3.47359,3.59757,4.07732,3.88207
3.59757,3.59757,3.88207,3.88207
3.59757,3.77963,3.88207,3.67724
3.77963,3.96773,3.67724,3.52101
3.96773,4.08407,3.52101,3.43669
2.17504,2.17504,3.88207,3.88207
2.17504,1.92922,3.88207,3.76055
1.92922,1.68118,3.76055,3.67812
1.68118,1.4132,3.67812,3.61736
1.4132,1.14161,3.61736,3.57504
1.14161,0.8683,3.57504,3.54528
0.8683,0.59411,3.54528,3.52465
0.59411,0.31943,3.52465,3.51172
0.31943,0.04449,3.51172,3.50651
0.04449,-0.23048,3.50651,3.50928
-0.23048,-0.50527,3.50928,3.51984
-0.50527,-0.77963,3.51984,3.53796
-0.77963,-1.05327,3.53796,3.56452
-1.05327,-1.32554,3.56452,3.60231
-1.32554,-1.59494,3.60231,3.65634
-1.59494,-1.85812,3.65634,3.73433
-1.85812,-2.10849,3.73433,3.8456
1.60603,1.33369,3.88207,3.8451
1.33369,1.05952,3.8451,3.82454
1.05952,0.78472,3.82454,3.81419
0.78472,0.50975,3.81419,3.80964
0.50975,0.23473,3.80964,3.80801
0.23473,-0.04029,3.80801,3.8077
-0.04029,-0.31531,3.8077,3.8083
-0.31531,-0.59032,3.8083,3.81057
-0.59032,-0.86526,3.81057,3.81647
-0.86526,-1.13994,3.81647,3.8293
-1.13994,-1.41374,3.8293,3.85397
-1.41374,-1.68504,3.85397,3.89739
-1.68504,-1.94994,3.89739,3.96895
-1.94994,-1.94994,3.96895,3.96895
-1.94994,-2.16262,3.96895,4.05808
-2.56692,-2.76093,-0.80145,-0.68304
-2.76093,-2.91523,-0.68304,-0.60688
-2.91523,-3.04852,-0.60688,-0.56187
-3.04852,-3.18002,-0.56187,-0.54441
-3.18002,-3.33011,-0.54441,-0.56647
-3.33011,-3.4667,-0.56647,-0.63028
-3.4667,-3.4667,-0.63028,-0.63028
-3.4667,-3.61798,-0.63028,-0.74944
-3.61798,-3.61798,-0.74944,-0.74944
-3.61798,-3.79957,-0.74944,-0.95451
-1.80803,-1.56613,-3.51506,-3.38622
-1.56613,-1.56613,-3.38622,-3.38622
-1.56613,-1.45845,-3.38622,-3.31256
-1.45845,-1.45845,-3.31256,-3.31256
-1.45845,-1.40482,-3.31256,-3.24666
-1.40482,-1.40482,-3.24666,-3.24666
-1.40482,-1.39526,-3.24666,-3.18414
-1.39526,-1.41841,-3.18414,-3.12463
-1.41841,-1.46397,-3.12463,-3.06751
-1.46397,-1.54416,-3.06751,-2.99642
-1.54416,-1.67531,-2.99642,-2.90359
-1.67531,-1.88767,-2.90359,-2.77565
-1.88767,-2.13049,-2.77565,-2.6468
3.55225,3.27798,-2.19799,-2.20402
3.27798,3.00615,-2.20402,-2.24249
3.00615,2.73952,-2.24249,-2.30853
2.73952,2.47918,-2.30853,-2.39653
2.47918,2.22486,-2.39653,-2.50091
2.22486,1.9754,-2.50091,-2.61655
1.9754,1.72937,-2.61655,-2.73935
1.72937,1.48593,-2.73935,-2.86713
1.48593,1.26882,-2.86713,-2.98893
1.26882,1.14424,-2.98893,-3.06847
1.14424,1.07293,-3.06847,-3.12517
1.07293,1.03326,-3.12517,-3.17036
1.03326,1.01569,-3.17036,-3.22067
1.01569,1.03417,-3.22067,-3.2695
1.03417,1.03417,-3.2695,-3.2695
1.03417,1.09441,-3.2695,-3.31845
1.09441,1.09441,-3.31845,-3.31845
1.09441,1.34628,-3.31845,-3.42488
1.34628,1.60603,-3.42488,-3.51506
1.60603,1.8613,-3.51506,-3.61642
2.94375,3.0658,0.26969,0.16221
3.0658,3.12865,0.16221,0.1125
3.12865,3.17645,0.1125,0.08538
3.17645,3.22749,0.08538,0.07998
3.22749,3.22749,0.07998,0.07998
3.22749,3.28247,0.07998,0.11052
3.28247,3.28247,0.11052,0.11052
3.28247,3.42568,0.11052,0.25452
3.42568,3.42568,0.25452,0.25452
