t,theta1,theta_dot1,theta2,theta_dot2
12.7,0.737726061949795,0.25648841402418576,2.811361011536226,0.10088862081793262
12.8,0.7599824770012141,0.1883682490048129,2.8198432092821433,0.06888924414311368
12.9,0.7753541709150518,0.11888133616669963,2.8251606519969332,0.037543749828359854
13,0.7837304243029198,0.04854446682268456,2.8273638564853605,0.0065552440882103435
13.1,0.7850515948590208,-0.02213663559819579,2.8264737796575523,-0.024370885353283352
13.2,0.7793083202047656,-0.09266097039509744,2.8224819532260876,-0.05552884802808576
13.3,0.7665413886470409,-0.16252536967258358,2.8153504291453633,-0.08721434393506561
13.4,0.7468422937181933,-0.2312178541402994,2.8050115378379776,-0.11972640278957986
13.5,0.7203544074706039,-0.2982120272997636,2.7913674681138474,-0.15336909454170977
13.6,0.6872746308842183,-0.36296325709406135,2.7742896864466022,-0.18845302216028192
13.7,0.6478553076470774,-0.42490733457565427,2.7536182219649437,-0.22529648713766903
13.8,0.6024061237025796,-0.48346218892921344,2.7291608574440573,-0.26422618235240086
13.9,0.5512956644215483,-0.5380330756538343,2.7006922822777146,-0.30557722466914505
14,0.49495226922676683,-0.5880214240374337,2.667953284850943,-0.3496922805624964
14.1,0.43386382471602114,-0.6328372099574253,2.6306500907563746,-0.3969194637736355
14.2,0.3685761586413495,-0.6719144262519349,2.588453989529529,-0.4476085943445329
14.3,0.2996897672920573,-0.7047287975774832,2.5410014386589554,-0.5021053024338608
14.4,0.22785470515630346,-0.7308165974828728,2.487894890375295,-0.5607423442051054
14.5,0.15376359617612254,-0.7497931289130931,2.4287046577509703,-0.6238273656975037
14.6,0.07814287912897087,-0.7613693118519573,2.3629722180951327,-0.6916262487515684
14.7,0.0017425524282771512,-0.76536487679366,2.2902154405293014,-0.7643411119939443
14.8,-0.07467517677437915,-0.7617169023238528,2.2099363191403456,-0.8420820658868625
14.9,-0.15034782722683174,-0.7504828505160124,2.121631873172631,-0.9248320329877256
15,-0.22452459125816843,-0.7318377940717151,2.0248089235671083,-1.0124044256534008
15.1,-0.2964777244787956,-0.7060661145434693,1.9190034356213908,-1.104394358605902
15.2,-0.36551286062450344,-0.6735484950298056,1.8038049838637173,-1.2001254913871355
15.3,-0.4309778413192673,-0.6347454545301362,1.6788865892077114,-1.2985966318072415
15.4,-0.4922697880976824,-0.5901789217938364,1.5440396386933726,-1.3984348464924987
15.5,-0.54884029895538,-0.5404134044757865,1.3992127779864942,-1.497864735383158
15.6,-0.6001988023811257,-0.4860381897776166,1.2445525663272983,-1.5947060738973837
15.7,-0.6459142335170451,-0.42765175602576677,1.0804423951339621,-1.6864131702722587
15.8,-0.6856152985054815,-0.36584923924900037,0.9075348802962881,-1.7701675900066154
15.9,-0.7189896590487015,-0.30121342606008816,0.7267720365364173,-1.8430299450034437
16,-0.7457823994620882,-0.23430940222273725,0.5393874605958473,-1.9021461497397671
16.1,-0.7657941369291077,-0.1656826849180492,0.3468858724184,-1.944989723637031
16.2,-0.7788791012248281,-0.095860433794595,0.15099790975335586,-1.9696080710668362
16.3,-0.7849434663701349,-0.025355172293256168,-0.04638822379445175,-1.9748320301117441
16.4,-0.7839441520755044,0.0453296694050573,-0.2433125315369303,-1.9604090190966887
16.5,-0.7758882395180758,0.11569314261506095,-0.43783727540637774,-1.9270325577522545
16.6,-0.7608330689380431,0.1852298842347156,-0.6281384589101965,-1.8762618899317007
16.7,-0.7388870077952086,0.2534237286171164,-0.8125843798500566,-1.8103484854976752
16.8,-0.7102108003894125,0.31974260563849566,-0.9897935556155066,-1.7320040141053743
16.9,-0.6750193317205488,0.3836354655502269,-1.1586682644168553,-1.64415121998589
17,-0.6335835697436134,0.444531884675134,-1.3184039257394093,-1.549695314251565
17.1,-0.586232390428082,0.501844883704092,-1.468477778840827,-1.4513418783183154
17.2,-0.5333539452844968,0.5549773064954235,-1.6086222292757086,-1.3514729971804977
17.3,-0.47539620662016097,0.6033318586894246,-1.738788728347514,-1.2520807980945083
17.4,-0.4128663347879281,0.6463245668225301,-1.8591075174932783,-1.1547493116264564
17.5,-0.346328552519143,0.6834010881613998,-1.9698474468030505,-1.0606717897284397
17.6,-0.2764002800023849,0.7140549372250652,-2.071378745744063,-0.9706904098311534
17.7,-0.20374640643093334,0.7378463533794685,-2.1641404078679476,-0.8853472471091036
17.8,-0.12907170174322993,0.7544203348309916,-2.2486128811407085,-0.8049382273583908
17.9,-0.05311153255880687,0.7635222709632978,-2.32529606358355,-0.7295646069936945
18,0.023378803583531803,0.7650097293940034,-2.394692186212277,-0.6591788841409842
18.1,0.09963568116361729,0.7588592558167983,-2.457292946416737,-0.5936237851509263
18.2,0.174899149709076,0.7451675077240494,-2.5135701818909277,-0.5326641237130102
18.3,0.24842475967322644,0.7241466075082776,-2.5639693921097373,-0.4760120090375134
18.4,0.31949465188222975,0.6961141815507834,-2.6089054812899035,-0.4233462177759697
18.5,0.38742742400142977,0.6614790639743138,-2.6487601853619225,-0.3743266584291409
18.6,0.4515864058708993,0.6207240155364787,-2.6838807382073098,-0.32860483759408565
18.7,0.5113861212475658,0.574386995568174,-2.7145794192561694,-0.2858311479562762
18.8,0.5662968688561127,0.5230425218098175,-2.741133700731116,-0.24565967957968612
18.9,0.615847501838148,0.467284482616981,-2.7637867766969153,-0.20775113335338893
19,0.659626607361863,0.4077114756589174,-2.78274830841177,-0.1717743019101894
19.1,0.6972823776292542,0.34491539611764777,-2.7981952618885026,-0.13740648309894837
19.2,0.7285215188760815,0.2794736339862361,-2.810272745404678,-0.1043331103865001
19.3,0.7531075614014082,0.21194489594805646,-2.8190947802593844,-0.0722468176707663
19.4,0.7708589261229921,0.14286840447142846,-2.824744956857131,-0.04084610427534495
19.5,0.7816470595333084,0.07276600120497065,-2.827276942741116,-0.009833727295044005
19.6,0.785394898705405,0.002146545212636238,-2.826714820412977,0.021085079369105923
19.7,0.7820758618778915,-0.0684881075689586,-2.8230532417293346,0.05220447833098303
19.8,0.7717134844137523,-0.13863631121884554,-2.8162573933796193,0.08381992311188996
19.9,0.754381741800229,-0.20778981319334006,-2.8062627747219833,0.11623000618708744
20,0.7302060225161137,-0.2754277047267043,-2.792974796084296,0.1497381872852967
20.1,0.6993646348982634,-0.34101190607564535,-2.776268214095049,0.18465431415748026
20.2,0.6620906596495879,-0.4039849027256409,-2.755986429419131,0.22129582909661002
20.3,0.618673888463459,-0.46377035715320364,-2.731940685102856,0.2599885204898021
20.4,0.5694625376179588,-0.5197770684795018,-2.7039092199438124,0.30106663578140697
20.5,0.5148643863969771,-0.5714065525098342,-2.6716364524445297,0.34487211576151
20.6,0.4553469744193311,-0.618064245932596,-2.634832297974235,0.3917526410240426
20.7,0.39143650886277986,-0.6591739908952561,-2.5931717566647103,0.44205808671345237
20.8,0.3237151917127921,-0.6941950842203801,-2.5462949561960366,0.4961348842832693
20.9,0.25281674995968173,-0.7226408745483202,-2.493807888187328,0.5543176661372551
21,0.17942008845605223,-0.7440975234347862,-2.4352841466994666,0.6169174460418598
21.1,0.1042411200343222,-0.7582414211201284,-2.370268057375098,0.6842054781249118
21.2,0.028022986074853574,-0.7648537060875834,-2.2982796753298964,0.7563918674139946
21.3,-0.04847497153533102,-0.763830521323115,-2.2188222226032326,0.8335980252694234
21.4,-0.12448900706050986,-0.7551880026213885,-2.1313926192612755,0.915822246498825
21.5,-0.1992629797421413,-0.7390614982097558,-2.035495814947051,1.0028981322434667
21.6,-0.27205999704987033,-0.7156990987866464,-1.9306636172689429,1.0944464188677734
21.7,-0.3421731512616578,-0.6854501239728972,-1.8164785944057378,1.1898221289269322
21.8,-0.40893489753533646,-0.6487496841828949,-1.6926033444762343,1.288060929503247
21.9,-0.4717247508269308,-0.6061007512549323,-1.558814911994784,1.3878311442497262
22,-0.5299751301609862,-0.5580552952334537,-1.4150433433545684,1.487400769092829
22.1,-0.583175332875751,-0.5051959828958915,-1.261412299076469,1.584631487104883
22.2,-0.6308737614617856,-0.4481197179566352,-1.0982783585750324,1.6770129890673664
